term,records,mentions,obs_region,year,reg_tot_ments,term_year_reg_ment_perc
freeboard,4,4,Latin_America_and_the_Caribbean,2019,4,1
hedgetaper,0,0,Latin_America_and_the_Caribbean,2019,0,0
paraxylene,75,324,Latin_America_and_the_Caribbean,2019,711,0.455696203
missense,2,2,Latin_America_and_the_Caribbean,2019,9,0.222222222
peakward,17,22,Middle_East_and_North_Africa,2016,75,0.293333333
knacky,9,12,Latin_America_and_the_Caribbean,2019,38,0.315789474
youngsters,0,0,Latin_America_and_the_Caribbean,2019,0,0
peakward,14,18,Middle_East_and_North_Africa,2017,75,0.24
peakward,23,23,Middle_East_and_North_Africa,2018,75,0.306666667
quizzicalness,25,31,Latin_America_and_the_Caribbean,2019,120,0.258333333
peakward,11,12,Middle_East_and_North_Africa,2019,75,0.16
unrevealingly,24,51,Latin_America_and_the_Caribbean,2019,165,0.309090909
peakward,1,2,US_Canada,2016,5,0.4
duplet,0,0,Latin_America_and_the_Caribbean,2019,0,0
topodeme,4,7,Latin_America_and_the_Caribbean,2019,13,0.538461538
scufter,0,0,Latin_America_and_the_Caribbean,2019,0,0
falcidian,0,0,Latin_America_and_the_Caribbean,2019,1,0
redeceiving,0,0,Latin_America_and_the_Caribbean,2019,0,0
spellbinds,0,0,Latin_America_and_the_Caribbean,2019,0,0
supervastness,0,0,Latin_America_and_the_Caribbean,2019,0,0
peakward,1,1,US_Canada,2017,5,0.2
thindown,1,1,Latin_America_and_the_Caribbean,2019,7,0.142857143
peakward,0,0,US_Canada,2018,5,0
tartrated,0,0,Latin_America_and_the_Caribbean,2019,0,0
vaucheriaceous,0,0,Latin_America_and_the_Caribbean,2019,0,0
peakward,2,2,US_Canada,2019,5,0.4
peakward,0,0,Europe,2016,80,0
croquet,3,12,Latin_America_and_the_Caribbean,2019,53,0.226415094
adsorbing,0,0,Latin_America_and_the_Caribbean,2019,0,0
peakward,32,32,Europe,2017,80,0.4
relativistic,0,0,Latin_America_and_the_Caribbean,2019,0,0
splashback,0,0,Latin_America_and_the_Caribbean,2019,0,0
mayvins,0,0,Latin_America_and_the_Caribbean,2019,0,0
epimeral,0,0,Latin_America_and_the_Caribbean,2019,0,0
peakward,21,22,Europe,2018,80,0.275
timeshare,0,0,Latin_America_and_the_Caribbean,2019,0,0
peakward,24,26,Europe,2019,80,0.325
enthral,0,0,Latin_America_and_the_Caribbean,2019,0,0
brambling,0,0,Latin_America_and_the_Caribbean,2019,0,0
imperspirable,0,0,Latin_America_and_the_Caribbean,2019,0,0
spacetime,2,2,Latin_America_and_the_Caribbean,2019,5,0.4
reverencers,0,0,Latin_America_and_the_Caribbean,2019,0,0
peakward,38,55,Africa,2016,170,0.323529412
humation,0,0,Latin_America_and_the_Caribbean,2019,0,0
pachadoms,0,0,Latin_America_and_the_Caribbean,2019,0,0
malleable,6,7,Latin_America_and_the_Caribbean,2019,27,0.259259259
bugling,0,0,Latin_America_and_the_Caribbean,2019,0,0
netmaking,0,0,Latin_America_and_the_Caribbean,2019,1,0
omit,0,0,Latin_America_and_the_Caribbean,2019,0,0
antiganting,0,0,Latin_America_and_the_Caribbean,2019,0,0
flabellate,0,0,Latin_America_and_the_Caribbean,2019,0,0
fracturing,0,0,Latin_America_and_the_Caribbean,2019,0,0
tubicolar,8,12,Latin_America_and_the_Caribbean,2019,25,0.48
pianologue,0,0,Latin_America_and_the_Caribbean,2019,0,0
unbalking,0,0,Latin_America_and_the_Caribbean,2019,0,0
disespouse,0,0,Latin_America_and_the_Caribbean,2019,0,0
acidogenic,14,22,Latin_America_and_the_Caribbean,2019,66,0.333333333
uncatenated,2,3,Latin_America_and_the_Caribbean,2019,6,0.5
ectobatic,50,62,Latin_America_and_the_Caribbean,2019,272,0.227941176
curding,0,0,Latin_America_and_the_Caribbean,2019,0,0
epistles,0,0,Latin_America_and_the_Caribbean,2019,0,0
peakward,41,55,Africa,2017,170,0.323529412
periorbita,1,1,Latin_America_and_the_Caribbean,2019,2,0.5
hyperdactyly,0,0,Latin_America_and_the_Caribbean,2019,0,0
eyecups,0,0,Latin_America_and_the_Caribbean,2019,0,0
athleticism,5,5,Latin_America_and_the_Caribbean,2019,15,0.333333333
idest,5,5,Latin_America_and_the_Caribbean,2019,21,0.238095238
predistrust,123,886,Latin_America_and_the_Caribbean,2019,3082,0.287475665
lumberdar,0,0,Latin_America_and_the_Caribbean,2019,0,0
aardvarks,0,0,Latin_America_and_the_Caribbean,2019,1,0
redetention,1,1,Latin_America_and_the_Caribbean,2019,1,1
peakward,33,34,Africa,2018,170,0.2
internalization,0,0,Latin_America_and_the_Caribbean,2019,0,0
carpintero,65,378,Latin_America_and_the_Caribbean,2019,1161,0.325581395
grannam,2,2,Latin_America_and_the_Caribbean,2019,8,0.25
morrhuine,0,0,Latin_America_and_the_Caribbean,2019,0,0
isopod,0,0,Latin_America_and_the_Caribbean,2019,0,0
agaz,0,0,Latin_America_and_the_Caribbean,2019,0,0
peakward,25,26,Africa,2019,170,0.152941176
peakward,6,7,Eurasia,2016,52,0.134615385
pluvious,0,0,Latin_America_and_the_Caribbean,2019,5,0
peakward,16,21,Eurasia,2017,52,0.403846154
peakward,13,13,Eurasia,2018,52,0.25
atelognathia,2,2,Latin_America_and_the_Caribbean,2019,2,1
dulcitol,0,0,Latin_America_and_the_Caribbean,2019,0,0
foiter,0,0,Latin_America_and_the_Caribbean,2019,0,0
stomatogastric,2,3,Latin_America_and_the_Caribbean,2019,8,0.375
fraidycat,122,245,Latin_America_and_the_Caribbean,2019,952,0.257352941
inadvertent,0,0,Latin_America_and_the_Caribbean,2019,0,0
yiddish,1,1,Latin_America_and_the_Caribbean,2019,8,0.125
ruffly,1,1,Latin_America_and_the_Caribbean,2019,7,0.142857143
broadener,23,26,Latin_America_and_the_Caribbean,2019,43,0.604651163
peakward,11,11,Eurasia,2019,52,0.211538462
oeillet,0,0,Latin_America_and_the_Caribbean,2019,0,0
ovatoglobose,2,3,Latin_America_and_the_Caribbean,2019,15,0.2
noncomprehension,0,0,Latin_America_and_the_Caribbean,2019,0,0
foment,0,0,Latin_America_and_the_Caribbean,2016,0,0
caulks,0,0,Latin_America_and_the_Caribbean,2019,1,0
unspotted,0,0,Latin_America_and_the_Caribbean,2019,0,0
diapnotic,0,0,Latin_America_and_the_Caribbean,2019,1,0
foment,0,0,Latin_America_and_the_Caribbean,2017,0,0
symphrase,0,0,Latin_America_and_the_Caribbean,2019,0,0
balanophorin,3,4,Latin_America_and_the_Caribbean,2019,5,0.8
flattercap,1,1,Latin_America_and_the_Caribbean,2019,2,0.5
presets,0,0,Latin_America_and_the_Caribbean,2019,4,0
shammying,0,0,Latin_America_and_the_Caribbean,2019,0,0
incitress,0,0,Latin_America_and_the_Caribbean,2019,0,0
idiorrhythmism,2,2,Latin_America_and_the_Caribbean,2019,3,0.666666667
molestation,6,6,Latin_America_and_the_Caribbean,2019,22,0.272727273
siruper,0,0,Latin_America_and_the_Caribbean,2019,0,0
demimonk,5,10,Latin_America_and_the_Caribbean,2019,19,0.526315789
preterist,0,0,Latin_America_and_the_Caribbean,2019,0,0
mooter,0,0,Latin_America_and_the_Caribbean,2019,0,0
unshape,0,0,Latin_America_and_the_Caribbean,2019,0,0
sarcoderma,0,0,Latin_America_and_the_Caribbean,2019,0,0
orangutang,0,0,Latin_America_and_the_Caribbean,2019,0,0
foment,0,0,Latin_America_and_the_Caribbean,2018,0,0
foment,0,0,Latin_America_and_the_Caribbean,2019,0,0
saros,0,0,Latin_America_and_the_Caribbean,2019,0,0
dinking,54,82,Latin_America_and_the_Caribbean,2019,214,0.38317757
rematerialize,0,0,Latin_America_and_the_Caribbean,2019,0,0
sealyham,23,42,Latin_America_and_the_Caribbean,2019,129,0.325581395
colophan,1,1,Latin_America_and_the_Caribbean,2019,1,1
intersecting,0,0,Latin_America_and_the_Caribbean,2019,0,0
foment,1,1,Global,2016,12,0.083333333
foment,3,3,Global,2017,12,0.25
toxicol,0,0,Latin_America_and_the_Caribbean,2019,0,0
darkness,5,5,Latin_America_and_the_Caribbean,2019,10,0.5
epivalve,0,0,Latin_America_and_the_Caribbean,2019,0,0
unrepulsed,0,0,Latin_America_and_the_Caribbean,2019,0,0
foment,2,2,Global,2018,12,0.166666667
schorlaceous,0,0,Latin_America_and_the_Caribbean,2019,0,0
nondurableness,0,0,Latin_America_and_the_Caribbean,2019,0,0
tangleproof,0,0,Latin_America_and_the_Caribbean,2019,1,0
pterographical,0,0,Latin_America_and_the_Caribbean,2019,3,0
khatib,23,33,Latin_America_and_the_Caribbean,2019,157,0.210191083
schadchan,11,19,Latin_America_and_the_Caribbean,2019,67,0.28358209
foment,4,6,Global,2019,12,0.5
asperation,0,0,Latin_America_and_the_Caribbean,2019,0,0
antichorus,0,0,Latin_America_and_the_Caribbean,2019,1,0
saddleback,0,0,Latin_America_and_the_Caribbean,2019,4,0
nonbelligerency,0,0,Latin_America_and_the_Caribbean,2019,1,0
rhymers,0,0,Latin_America_and_the_Caribbean,2019,0,0
foment,0,0,Asia_Pacific,2016,1,0
foment,0,0,Asia_Pacific,2017,1,0
foment,1,1,Asia_Pacific,2018,1,1
bacteraemia,0,0,Latin_America_and_the_Caribbean,2019,0,0
uparna,0,0,Latin_America_and_the_Caribbean,2019,0,0
foment,0,0,Asia_Pacific,2019,1,0
foment,0,0,Middle_East_and_North_Africa,2016,3,0
beglooming,0,0,Latin_America_and_the_Caribbean,2019,0,0
epistropheus,0,0,Latin_America_and_the_Caribbean,2019,0,0
gradientia,0,0,Latin_America_and_the_Caribbean,2019,0,0
uninvective,0,0,Latin_America_and_the_Caribbean,2019,0,0
rethrash,16,51,Latin_America_and_the_Caribbean,2019,202,0.252475248
undecompounded,0,0,Latin_America_and_the_Caribbean,2019,0,0
spinuliferous,0,0,Latin_America_and_the_Caribbean,2019,1,0
imaginaries,0,0,Latin_America_and_the_Caribbean,2019,0,0
scarebabe,0,0,Latin_America_and_the_Caribbean,2019,0,0
sowbelly,0,0,Latin_America_and_the_Caribbean,2019,0,0
fireboxes,0,0,Latin_America_and_the_Caribbean,2019,0,0
baiocco,6,6,Latin_America_and_the_Caribbean,2019,27,0.222222222
foment,0,0,Middle_East_and_North_Africa,2017,3,0
epeisodion,0,0,Latin_America_and_the_Caribbean,2019,0,0
suntanning,0,0,Latin_America_and_the_Caribbean,2019,0,0
coadjutrice,0,0,Latin_America_and_the_Caribbean,2019,0,0
zygodactyl,0,0,Latin_America_and_the_Caribbean,2019,2,0
unchanged,0,0,Latin_America_and_the_Caribbean,2019,0,0
foment,1,1,Middle_East_and_North_Africa,2018,3,0.333333333
samel,0,0,Latin_America_and_the_Caribbean,2019,3,0
protester,1,1,Latin_America_and_the_Caribbean,2019,1,1
cleidocostal,3,4,Latin_America_and_the_Caribbean,2019,12,0.333333333
uncluttered,0,0,Latin_America_and_the_Caribbean,2019,0,0
fuscous,1,3,Latin_America_and_the_Caribbean,2019,22,0.136363636
calcsinter,0,0,Latin_America_and_the_Caribbean,2019,0,0
foment,1,2,Middle_East_and_North_Africa,2019,3,0.666666667
sorrowfully,1,1,Latin_America_and_the_Caribbean,2019,1,1
arithmetizes,4,6,Latin_America_and_the_Caribbean,2019,13,0.461538462
sheaflike,0,0,Latin_America_and_the_Caribbean,2019,1,0
chenopodiaceous,1,3,Latin_America_and_the_Caribbean,2019,3,1
houstonia,0,0,Latin_America_and_the_Caribbean,2019,0,0
foment,0,0,US_Canada,2016,2,0
hamotzi,83,209,Latin_America_and_the_Caribbean,2019,801,0.260923845
hizz,0,0,Latin_America_and_the_Caribbean,2019,0,0
micrencephalous,0,0,Latin_America_and_the_Caribbean,2019,0,0
satinay,0,0,Latin_America_and_the_Caribbean,2019,1,0
toadeater,1,1,Latin_America_and_the_Caribbean,2019,6,0.166666667
foment,1,1,US_Canada,2017,2,0.5
plote,0,0,Latin_America_and_the_Caribbean,2019,0,0
zoospores,6,38,Latin_America_and_the_Caribbean,2019,54,0.703703704
peacekeeping,1,6,Latin_America_and_the_Caribbean,2019,6,1
semiromantically,0,0,Latin_America_and_the_Caribbean,2019,0,0
druxey,0,0,Latin_America_and_the_Caribbean,2019,0,0
stercorarius,0,0,Latin_America_and_the_Caribbean,2019,0,0
conversancy,0,0,Latin_America_and_the_Caribbean,2019,0,0
umbraculum,0,0,Latin_America_and_the_Caribbean,2019,0,0
counterlathed,0,0,Latin_America_and_the_Caribbean,2019,0,0
foment,1,1,US_Canada,2018,2,0.5
unresonant,0,0,Latin_America_and_the_Caribbean,2019,0,0
amygdaloncus,1,1,Latin_America_and_the_Caribbean,2019,1,1
uncivilizable,0,0,Latin_America_and_the_Caribbean,2019,5,0
wocas,0,0,Latin_America_and_the_Caribbean,2019,0,0
mistake,8,8,Latin_America_and_the_Caribbean,2019,39,0.205128205
suburbed,0,0,Latin_America_and_the_Caribbean,2019,0,0
paters,0,0,Latin_America_and_the_Caribbean,2019,0,0
foment,0,0,US_Canada,2019,2,0
unescheated,0,0,Latin_America_and_the_Caribbean,2019,0,0
foment,1,1,Europe,2016,7,0.142857143
zohak,0,0,Latin_America_and_the_Caribbean,2019,2,0
walrus,0,0,Latin_America_and_the_Caribbean,2019,0,0
legacy,0,0,Latin_America_and_the_Caribbean,2019,0,0
capuchin,0,0,Latin_America_and_the_Caribbean,2019,0,0
carwash,0,0,Latin_America_and_the_Caribbean,2019,0,0
aftertan,2,2,Latin_America_and_the_Caribbean,2019,5,0.4
kolhozes,0,0,Latin_America_and_the_Caribbean,2019,0,0
rarefiers,0,0,Latin_America_and_the_Caribbean,2019,0,0
hyphenisation,0,0,Latin_America_and_the_Caribbean,2019,1,0
tetractinellid,1,1,Latin_America_and_the_Caribbean,2019,3,0.333333333
husk,2,2,Latin_America_and_the_Caribbean,2019,10,0.2
underweigh,10,10,Latin_America_and_the_Caribbean,2019,16,0.625
blanched,0,0,Latin_America_and_the_Caribbean,2019,0,0
foment,2,2,Europe,2017,7,0.285714286
psychosarcous,0,0,Latin_America_and_the_Caribbean,2019,0,0
shangalla,0,0,Latin_America_and_the_Caribbean,2019,0,0
moropus,1,2,Latin_America_and_the_Caribbean,2019,2,1
micropsia,0,0,Latin_America_and_the_Caribbean,2019,0,0
mistily,0,0,Latin_America_and_the_Caribbean,2019,0,0
foment,2,2,Europe,2018,7,0.285714286
graptolithina,0,0,Latin_America_and_the_Caribbean,2019,0,0
androtauric,0,0,Latin_America_and_the_Caribbean,2019,0,0
leisten,0,0,Latin_America_and_the_Caribbean,2019,0,0
dipneumonous,0,0,Latin_America_and_the_Caribbean,2019,0,0
decanal,0,0,Latin_America_and_the_Caribbean,2019,0,0
porphyrogeniture,221,781,Latin_America_and_the_Caribbean,2019,3908,0.199846469
foment,2,2,Europe,2019,7,0.285714286
aiding,16,21,Latin_America_and_the_Caribbean,2019,32,0.65625
ectrotic,0,0,Latin_America_and_the_Caribbean,2019,0,0
continuous,0,0,Latin_America_and_the_Caribbean,2019,0,0
nucleone,0,0,Latin_America_and_the_Caribbean,2019,2,0
jerkiest,0,0,Latin_America_and_the_Caribbean,2019,0,0
fourscorth,43,79,Latin_America_and_the_Caribbean,2019,258,0.30620155
unbribably,0,0,Latin_America_and_the_Caribbean,2019,0,0
foment,10,14,Africa,2016,40,0.35
blitzkriegs,0,0,Latin_America_and_the_Caribbean,2019,0,0
foment,2,3,Africa,2017,40,0.075
semidivine,0,0,Latin_America_and_the_Caribbean,2019,0,0
apotheces,9,13,Latin_America_and_the_Caribbean,2019,42,0.30952381
shellworker,0,0,Latin_America_and_the_Caribbean,2019,0,0
centerpieces,0,0,Latin_America_and_the_Caribbean,2019,0,0
unodoriferously,1,1,Latin_America_and_the_Caribbean,2019,11,0.090909091
foment,5,6,Africa,2018,40,0.15
arbitration,18,22,Latin_America_and_the_Caribbean,2019,70,0.314285714
concactenated,0,0,Latin_America_and_the_Caribbean,2019,0,0
cassina,0,0,Latin_America_and_the_Caribbean,2019,0,0
foment,10,17,Africa,2019,40,0.425
durango,13,14,Latin_America_and_the_Caribbean,2019,73,0.191780822
urethrocele,1,1,Latin_America_and_the_Caribbean,2019,5,0.2
kuki,43,57,Latin_America_and_the_Caribbean,2019,193,0.295336788
poematic,5,8,Latin_America_and_the_Caribbean,2019,17,0.470588235
cellulitis,68,207,Latin_America_and_the_Caribbean,2019,918,0.225490196
cordierite,0,0,Latin_America_and_the_Caribbean,2019,0,0
sneckdrawn,2,5,Latin_America_and_the_Caribbean,2019,39,0.128205128
stedhorses,0,0,Latin_America_and_the_Caribbean,2019,23,0
ichthyolatry,19,43,Latin_America_and_the_Caribbean,2019,146,0.294520548
locomotives,1,1,Latin_America_and_the_Caribbean,2019,1,1
digladiated,0,0,Latin_America_and_the_Caribbean,2019,0,0
uncousinly,0,0,Latin_America_and_the_Caribbean,2019,0,0
monodelphia,0,0,Latin_America_and_the_Caribbean,2019,0,0
soubresaut,0,0,Latin_America_and_the_Caribbean,2019,0,0
corridored,0,0,Latin_America_and_the_Caribbean,2019,0,0
foment,0,0,Eurasia,2016,0,0
proximo,14,24,Latin_America_and_the_Caribbean,2019,84,0.285714286
diphenylquinomethane,1,4,Latin_America_and_the_Caribbean,2019,13,0.307692308
spermatophytic,1,1,Latin_America_and_the_Caribbean,2019,1,1
phalansterist,25,75,Latin_America_and_the_Caribbean,2019,294,0.255102041
codebooks,0,0,Latin_America_and_the_Caribbean,2019,0,0
unacknowledging,3,3,Latin_America_and_the_Caribbean,2019,10,0.3
copraemic,0,0,Latin_America_and_the_Caribbean,2019,0,0
resprout,0,0,Latin_America_and_the_Caribbean,2019,0,0
laurvikite,0,0,Latin_America_and_the_Caribbean,2019,0,0
formose,0,0,Latin_America_and_the_Caribbean,2019,0,0
muscogee,0,0,Latin_America_and_the_Caribbean,2019,0,0
torteaux,3,4,Latin_America_and_the_Caribbean,2019,21,0.19047619
pterophorus,0,0,Latin_America_and_the_Caribbean,2019,0,0
hissel,0,0,Latin_America_and_the_Caribbean,2019,0,0
crassina,0,0,Latin_America_and_the_Caribbean,2019,0,0
osteomere,0,0,Latin_America_and_the_Caribbean,2019,0,0
foment,0,0,Eurasia,2017,0,0
confusedly,0,0,Latin_America_and_the_Caribbean,2019,0,0
ilian,0,0,Latin_America_and_the_Caribbean,2019,0,0
hypoleucocytosis,36,48,Latin_America_and_the_Caribbean,2019,176,0.272727273
xerophilous,0,0,Latin_America_and_the_Caribbean,2019,2,0
concertinist,0,0,Latin_America_and_the_Caribbean,2019,0,0
coplot,0,0,Latin_America_and_the_Caribbean,2019,0,0
emotionalising,0,0,Latin_America_and_the_Caribbean,2019,0,0
heterotopy,0,0,Latin_America_and_the_Caribbean,2019,0,0
finiteness,0,0,Latin_America_and_the_Caribbean,2019,0,0
pinealectomy,10,13,Latin_America_and_the_Caribbean,2019,88,0.147727273
tome,0,0,Latin_America_and_the_Caribbean,2019,0,0
infestations,0,0,Latin_America_and_the_Caribbean,2019,0,0
lackies,1,2,Latin_America_and_the_Caribbean,2019,3,0.666666667
outfroth,0,0,Latin_America_and_the_Caribbean,2019,0,0
gigantoblast,1,1,Latin_America_and_the_Caribbean,2019,10,0.1
assemblywomen,2,5,Latin_America_and_the_Caribbean,2019,7,0.714285714
foment,0,0,Eurasia,2018,0,0
foment,0,0,Eurasia,2019,0,0
pecunia,1,1,Latin_America_and_the_Caribbean,2019,5,0.2
pooder,0,0,Latin_America_and_the_Caribbean,2019,0,0
flichter,14,22,Latin_America_and_the_Caribbean,2019,107,0.205607477
untangled,0,0,Latin_America_and_the_Caribbean,2016,0,0
repowering,0,0,Latin_America_and_the_Caribbean,2019,1,0
skaff,0,0,Latin_America_and_the_Caribbean,2019,0,0
cymballed,0,0,Latin_America_and_the_Caribbean,2019,1,0
dilis,0,0,Latin_America_and_the_Caribbean,2019,0,0
stunk,31,72,Latin_America_and_the_Caribbean,2019,245,0.293877551
hones,0,0,Latin_America_and_the_Caribbean,2019,0,0
untangled,0,0,Latin_America_and_the_Caribbean,2017,0,0
darien,0,0,Latin_America_and_the_Caribbean,2019,1,0
cimolite,0,0,Latin_America_and_the_Caribbean,2019,0,0
crosshatched,0,0,Latin_America_and_the_Caribbean,2019,2,0
maidy,0,0,Latin_America_and_the_Caribbean,2019,0,0
untangled,0,0,Latin_America_and_the_Caribbean,2018,0,0
slaughtery,0,0,Latin_America_and_the_Caribbean,2019,0,0
nigel,0,0,Latin_America_and_the_Caribbean,2019,0,0
undumbfounded,29,58,Latin_America_and_the_Caribbean,2019,491,0.118126273
cunit,0,0,Latin_America_and_the_Caribbean,2019,2,0
untangled,0,0,Latin_America_and_the_Caribbean,2019,0,0
lithoglyph,1,1,Latin_America_and_the_Caribbean,2019,1,1
peggymast,5,7,Latin_America_and_the_Caribbean,2019,28,0.25
nonreverence,0,0,Latin_America_and_the_Caribbean,2019,0,0
paiocke,0,0,Latin_America_and_the_Caribbean,2019,0,0
preventer,0,0,Latin_America_and_the_Caribbean,2019,0,0
rammers,1,1,Latin_America_and_the_Caribbean,2019,1,1
sibylline,0,0,Latin_America_and_the_Caribbean,2019,0,0
tripleness,1,1,Latin_America_and_the_Caribbean,2019,2,0.5
untangled,0,0,Global,2016,1,0
wonderment,0,0,Latin_America_and_the_Caribbean,2019,0,0
karyolitic,0,0,Latin_America_and_the_Caribbean,2019,0,0
agrosterol,4,5,Latin_America_and_the_Caribbean,2019,10,0.5
coaling,0,0,Latin_America_and_the_Caribbean,2019,0,0
gaun,0,0,Latin_America_and_the_Caribbean,2019,0,0
untangled,0,0,Global,2017,1,0
rowy,0,0,Latin_America_and_the_Caribbean,2019,0,0
untangled,0,0,Global,2018,1,0
choragic,2,2,Latin_America_and_the_Caribbean,2019,4,0.5
untangled,1,1,Global,2019,1,1
untangled,0,0,Asia_Pacific,2016,0,0
sating,0,0,Latin_America_and_the_Caribbean,2019,0,0
dogmatics,0,0,Latin_America_and_the_Caribbean,2019,0,0
weli,3,4,Latin_America_and_the_Caribbean,2019,10,0.4
bioactivities,0,0,Latin_America_and_the_Caribbean,2019,0,0
obia,0,0,Latin_America_and_the_Caribbean,2019,0,0
passerines,7,10,Latin_America_and_the_Caribbean,2019,16,0.625
untangled,0,0,Asia_Pacific,2017,0,0
cyanacetic,1,1,Latin_America_and_the_Caribbean,2019,2,0.5
intercharged,0,0,Latin_America_and_the_Caribbean,2019,0,0
untangled,0,0,Asia_Pacific,2018,0,0
intransigents,0,0,Latin_America_and_the_Caribbean,2019,0,0
enduring,0,0,Latin_America_and_the_Caribbean,2019,0,0
sleigh,1,2,Latin_America_and_the_Caribbean,2019,2,1
condite,4,8,Latin_America_and_the_Caribbean,2019,19,0.421052632
backwoodsmen,0,0,Latin_America_and_the_Caribbean,2019,2,0
gemless,1,1,Latin_America_and_the_Caribbean,2019,1,1
